赛事,主队,客队,主队进球,客队进球,亚盘水位,亚盘,赔率水位,胜,平,负,返还率
意甲,莱切,都灵,0,1,0.84,平手,1.06,2.7,3,2.87,95.00%
意甲,尤文,维罗纳,1,0,0.95,一球/球半,0.95,1.4,4.5,8.5,94.90%
西甲,巴萨,皇马,1,2,0.95,平手,0.98,2.6,3.5,2.63,95.20%
法甲,兰斯,洛里昂,1,0,0.95,半球/一球,0.9,1.72,4,4.5,94.90%
法甲,朗斯,南特,4,0,1.02,一球,0.82,1.61,4.2,5,94.40%
欧罗巴,奥林匹,西汉姆,2,1,0.99,平手,0.91,2.55,3.6,2.55,94.20%
欧罗巴,托波拉,弗赖堡,1,3,0.82,受一球/球半,1.08,6,4.75,1.5,95.80%
欧罗巴,艾里斯利,贝蒂斯,0,1,0.88,受半球/一球,1.02,4.2,4,1.8,95.80%
欧罗巴,马赛,雅典,3,1,0.92,半球/一球,0.98,1.7,4,4.75,95.40%
欧罗巴,格拉茨,亚特兰,2,2,0.82,受一球,1.08,5.5,3.8,1.61,93.80%
欧罗巴,布拉格,流浪者,0,0,0.92,平手/半球,0.98,2.15,3.3,3.4,94.10%
欧罗巴,琴斯托,里斯本,1,1,0.93,受一球,0.97,6.5,4.2,1.55,96.40%
欧罗巴,莫尔德,赫根,5,1,0.98,半球/一球,0.92,1.75,4,4.33,95.00%
欧罗巴,布赖顿,阿贾克,2,0,0.87,球半/两球,1.06,1.28,6.5,9.5,96.10%
欧罗巴,利物浦,图卢兹,5,1,0.96,两球,0.97,1.2,8,9.5,94.00%
欧罗巴,帕纳辛,雷恩,1,2,1.16,平手,0.78,2.88,3.3,2.45,94.50%
欧罗巴,罗马,斯拉维,2,0,0.98,半球/一球,0.95,1.73,3.4,5.5,94.90%
欧罗巴,勒沃,卡拉巴,5,1,1.05,两球/两球半,0.88,1.17,8,15,95.60%
欧罗巴,谢里夫,塞维特,1,1,1.06,平手,0.87,2.75,3.1,2.7,94.60%
欧冠,国米,萨堡红牛,2,1,1.03,球半/两球,0.87,1.25,6,11,94.60%
欧冠,加拉塔,拜仁,1,3,1.07,受一球,0.83,5.5,4.75,1.5,94.40%
欧冠,柏林联,那不勒,0,1,1.04,受平手/半球,0.89,3.4,3.4,2.15,94.90%
欧冠,朗斯,埃因霍,1,1,0.81,平手,1.09,2.45,3.5,2.8,95.10%
欧冠,塞维利,阿森纳,1,2,1.05,受半球/一球,0.88,5.25,3.8,1.67,95.00%
欧冠,布拉加,皇马,1,2,0.87,受球半,1.06,6.5,5.5,1.4,95.20%
欧冠,曼联,哥本哈,1,0,0.98,球半/两球,0.95,1.28,6,9,94.40%
欧冠,巴萨,矿工,2,1,1.04,两球,0.89,1.17,7.5,15,94.80%
欧冠,费耶诺,拉齐奥,3,1,0.96,半球,0.97,1.8,3.8,4.2,94.60%
欧冠,日尔曼,AC米兰,3,0,0.89,半球/一球,1.04,1.67,4,5,95.30%
欧冠,纽卡斯,多特,0,1,0.9,一球,1.03,1.55,4.33,5.5,94.50%
欧冠,凯尔特,马竞技,2,2,1.06,受半球,0.84,4,4,1.85,96.10%
欧冠,莱比锡,红星,3,1,0.98,两球,0.95,1.22,7,11,94.90%
欧冠,年轻人,曼城,1,3,1.08,受球半/两球,0.85,15,6.5,1.2,94.90%
德甲,科隆,门兴,3,1,1.08,平手/半球,0.85,2.4,3.75,2.75,95.50%
德甲,海登,奥格斯,2,5,1.07,平手/半球,0.86,2.25,3.5,3,94.00%
意甲,萨勒尼,卡利亚,2,2,1.03,平手/半球,0.9,2.3,3.2,3.3,95.20%
意甲,博洛尼,弗洛西,2,1,0.95,半球/一球,0.98,1.75,3.75,5,96.30%
意甲,亚特兰,热那亚,2,0,0.92,一球,1.01,1.53,4.2,6.5,95.60%
意甲,AC米兰,尤文,0,1,0.82,平手/半球,1.08,2.1,3.3,3.6,94.60%
西甲,赫罗纳,阿尔梅,5,2,1.08,球半,0.85,1.4,5,7.5,95.50%
西甲,比利亚,阿拉维,1,1,1.06,半球,0.84,2,3.4,3.8,94.60%
西甲,巴萨,毕尔巴,1,0,0.89,半球,1.01,1.73,4,4.5,95.20%
法甲,里尔,布雷斯,1,0,0.89,半球,1.04,1.75,3.5,5,94.60%
法甲,图卢兹,兰斯,1,1,0.96,平手,0.97,2.63,3.4,2.55,93.80%
法甲,南特,蒙彼利,2,0,0.92,受平手/半球,1.01,3.1,3.5,2.25,95.00%
法甲,摩纳哥,梅斯,2,1,0.87,球半,1.06,1.33,5.75,8.5,95.80%
法甲,里昂,克莱蒙,1,2,0.9,半球,0.95,1.8,3.6,4.5,94.70%
英超,布伦特,伯恩利,3,0,0.85,半球,1.08,1.8,3.6,4.5,94.70%
英超,曼城,布赖顿,2,1,0.89,球半,1.04,1.36,5.75,7,95.10%
英超,伯恩茅,狼队,1,2,1.06,平手/半球,0.87,2.3,3.4,3.2,96.00%
英超,诺丁汉,卢顿,2,2,0.93,半球/一球,1,1.73,3.6,5.25,95.60%
英超,纽卡斯,水晶宫,4,0,0.98,一球/球半,0.95,1.44,4.5,7.5,95.20%
英超,切尔西,阿森纳,2,2,0.92,受平手/半球,1.01,3.4,3.2,2.25,95.10%
英超,谢菲联,曼联,1,2,0.91,受球半,0.99,7.5,5.75,1.36,95.90%
德甲,柏林联,斯图加,0,3,0.98,平手,0.95,2.62,3.3,2.62,93.80%
德甲,达姆施,莱比锡,1,3,0.82,受一球/球半,1.11,5.75,4.75,1.5,95.10%
德甲,沃尔夫,勒沃,1,2,0.98,受半球/一球,0.95,4.2,4.2,1.73,94.90%
德甲,霍芬海,法兰克,1,3,0.88,平手/半球,1.05,2.15,3.4,3.3,94.10%
德甲,弗赖堡,波鸿,2,1,0.92,半球/一球,1.01,1.7,3.75,4.75,93.90%
德甲,美因茨,拜仁,1,3,0.9,受球半/两球,1,8.5,6,1.28,93.80%
意甲,都灵,国米,0,3,0.97,受半球/一球,0.96,5.25,3.75,1.7,95.70%
世外南美,委内瑞,智利,3,0,0.82,平手,1.02,2.62,3.1,2.9,95.30%
世外南美,巴拉圭,玻利维,1,0,1.05,球半,0.8,1.3,5,11,94.30%
世外南美,厄瓜多,哥伦比,0,0,1.03,半球,0.83,2,3.1,4.33,94.90%
世外南美,乌拉圭,巴西,2,0,1,受半球,0.85,4.5,3.4,1.91,96.20%
世外南美,秘鲁,阿根廷,0,2,0.88,受一球/球半,0.98,9,4.75,1.36,94.60%
欧洲杯,阿塞拜,奥地利,0,1,0.85,受球半,1,9,5.25,1.33,94.90%
欧洲杯,卢森堡,斯洛伐,0,1,1.05,受平手/半球,0.8,3.8,3.3,2,93.80%
欧洲杯,波黑,葡萄牙,0,5,0.93,受一球/球半,0.93,8,4.5,1.44,96.00%
欧洲杯,比利时,瑞典,1,1,0.8,半球/一球,1.05,1.61,4,5.5,95.00%
欧洲杯,直布罗,爱尔兰,0,4,0.93,受两球半/三球,0.93,29,13,1.05,94.00%
欧洲杯,希腊,荷兰,0,1,0.83,受半球,1.03,3.75,3.4,2,94.30%
欧洲杯,英格兰,意大利,3,1,0.75,半球/一球,1.13,1.6,3.75,6,94.50%
欧洲杯,圣马力,丹麦,1,2,1.05,受四球半,0.8,51,34,1.01,96.20%
欧洲杯,芬兰,哈萨克,1,2,1.05,一球,0.8,1.55,3.75,7.5,95.70%
友谊赛,美国,德国,1,3,0.83,受半球/一球,1.03,4,4,1.75,93.30%
欧洲杯,北爱,圣马力,3,0,0.98,四球,0.88,1.02,26,41,95.90%
欧洲杯,乌克兰,北马其顿,2,0,1.05,一球,0.8,1.57,3.75,6.5,94.60%
欧洲杯,斯洛文,芬兰,3,0,0.95,半球,0.9,1.91,3.2,4.75,95.50%
欧洲杯,丹麦,哈萨克,3,1,0.98,两球/两球半,0.88,1.14,7.5,21,94.50%
欧洲杯,匈牙利,塞尔维,2,1,0.78,受平手/半球,1.1,3.25,3.1,2.37,95.00%
欧洲杯,格鲁吉,塞浦路,4,0,0.95,球半,0.9,1.33,5.25,9,94.90%
欧洲杯,捷克,法罗,1,0,0.85,两球半/三球,1,1.06,13,34,95.30%
欧洲杯,瑞士,白俄,3,3,1.03,两球半,0.83,1.09,9.5,26,94.20%
欧洲杯,罗马尼,安道尔,4,0,1.05,两球半,0.8,1.11,11,17,95.20%
欧洲杯,波兰,摩尔多,1,1,1.05,球半/两球,0.8,1.25,5.25,17,95.30%
欧洲杯,威尔士,克罗地,2,1,0.95,受半球,0.9,4.5,3.4,1.85,94.60%
欧洲杯,土耳其,拉脱维,4,0,0.95,两球/两球半,0.9,1.14,8.5,17,94.90%
欧洲杯,挪威,西班牙,0,1,1,受半球,0.85,4.33,3.4,1.85,93.80%
世外南美,哥伦比,乌拉圭,2,2,0.8,平手/半球,1.05,2.1,3.25,3.6,94.20%
世外南美,阿根廷,巴拉圭,1,0,1,球半/两球,0.85,1.22,6,13,94.10%
世外南美,玻利维,厄瓜多,1,2,0.93,受半球/一球,0.93,5.25,3.5,1.7,93.90%
世外南美,智利,秘鲁,2,0,0.85,半球/一球,1,1.66,3.6,6,95.50%
世外南美,巴西,委内瑞,1,1,0.9,两球半,0.95,1.08,12,26,95.40%
欧洲杯,拉脱维,亚美尼,2,0,0.85,受半球,1,3.8,3.5,2,95.30%
欧洲杯,克罗地,土耳其,0,1,0.82,半球/一球,1.02,1.65,3.6,5.75,94.50%
欧洲杯,西班牙,苏格兰,2,0,0.9,球半,0.95,1.28,5.5,10,94.10%
欧洲杯,爱沙尼,阿塞拜,0,2,0.78,平手,1.1,2.62,3,3,95.40%
欧洲杯,葡萄牙,斯洛伐,3,2,1.05,两球,0.8,1.18,6.5,17,94.30%
欧洲杯,冰岛,卢森堡,1,1,0.8,半球,1.05,1.95,3.4,4,94.60%
欧洲杯,奥地利,比利时,2,3,0.98,平手,0.88,2.7,3.25,2.63,94.50%
欧洲杯,爱尔兰,希腊,0,2,1,平手/半球,0.85,2.45,2.8,3.5,95.10%
欧洲杯,荷兰,法国,1,2,0.95,受平手/半球,0.9,3.2,3.5,2.25,95.90%
英超,狼队,维拉,1,1,1.08,受平手/半球,0.85,3.5,3.4,2.1,94.70%
英超,布赖顿,利物浦,2,2,0.89,受半球,1.04,3.25,4.2,2,95.60%
英超,西汉姆,纽卡斯,2,2,0.97,受平手/半球,0.96,3.1,3.6,2.15,93.90%
英超,阿森纳,曼城,1,0,1.1,平手,0.83,2.9,3.1,2.55,94.40%
德甲,勒沃,科隆,3,0,0.93,球半/两球,1,1.29,6,10,96.00%
德甲,拜仁,弗赖堡,3,0,0.96,两球半,0.97,1.17,7.5,15,94.80%
德甲,法兰克,海登,2,0,0.98,半球/一球,0.92,1.75,3.8,4.5,94.60%
意甲,弗洛西,维罗纳,2,1,1.05,平手/半球,0.88,2.2,3.4,3.3,95.10%
意甲,拉齐奥,亚特兰,3,2,1.11,平手,0.82,2.8,3.4,2.5,95.10%
意甲,卡利亚,罗马,1,4,0.92,受半球/一球,1.01,5.5,3.6,1.7,95.40%
意甲,那不勒,佛罗伦,1,3,1.01,一球,0.92,1.57,4.33,5.75,96.00%
西甲,马竞技,社会,2,1,0.87,半球,1.06,2,3.25,4,94.50%
西甲,塞尔塔,赫塔费,2,2,1.02,半球,0.91,2,3.25,4.2,95.60%
西甲,格拉纳,巴萨,2,2,1.03,受一球/球半,0.9,6.5,5.25,1.4,94.50%
亚运男足,韩国国奥,日本国奥,2,1,0.97,半球/一球,0.82,1.73,3.75,4.2,92.40%
英超,曼联,布伦特,2,1,0.86,半球/一球,1.07,1.7,4,4.5,94.30%
英超,埃弗顿,伯恩茅,3,0,0.94,半球,0.99,1.91,3.75,4,96.10%
英超,富勒姆,谢菲联,3,1,0.92,一球,1.01,1.5,4,7,94.40%
英超,伯恩利,切尔西,1,4,1.05,受半球/一球,0.88,4.75,3.8,1.73,95.10%
英超,水晶宫,诺丁汉,0,0,0.99,平手/半球,0.94,2.2,3.1,3.5,94.10%
德甲,斯图加,沃尔夫,3,1,0.89,半球,1.04,1.9,3.5,4,94.20%
德甲,莱比锡,波鸿,0,0,1.04,球半/两球,0.86,1.3,6,8.5,94.90%
德甲,多特,柏林联,4,2,0.9,半球/一球,1,1.66,4,4.75,94.10%
德甲,奥格斯,达姆施,1,2,0.83,半球,1.07,1.8,3.75,4.5,95.70%
德甲,不来梅,霍芬海,2,3,0.98,平手,0.95,2.55,3.6,2.55,94.20%
意甲,国米,博洛尼,2,2,0.97,球半,0.96,1.33,5.75,8,95.20%
意甲,尤文,都灵,2,0,1.1,半球,0.83,2.05,3.1,4,94.30%
意甲,热那亚,AC米兰,0,1,0.93,受半球,0.97,4.33,3.5,1.91,96.10%
英冠,伯明翰,西布罗,3,1,1.06,平手,0.84,2.75,3.2,2.63,94.70%
德甲,门兴,美因茨,2,2,0.99,平手/半球,0.91,2.15,3.6,3.2,94.80%
德乙,杜塞尔,奥斯纳,1,1,0.93,一球,0.93,1.53,4.5,5.5,94.60%
德乙,凯泽,汉诺威,3,1,1,平手/半球,0.85,2.3,3.5,2.9,93.90%
意甲,恩波利,乌迪内,0,0,0.79,受平手/半球,1.11,3,3.25,2.45,95.30%
意甲,莱切,萨索洛,1,1,0.86,平手,1.04,2.6,3.4,2.63,94.40%
西甲,毕尔巴,阿尔梅,3,0,0.88,球半,1.02,1.33,5.5,8,94.50%
法甲,斯特堡,南特,1,2,1,平手/半球,0.85,2.45,3.3,2.9,94.70%
荷乙,威廉,格拉夫,4,2,0.9,半球,0.95,2,3.5,3.8,95.30%
荷乙,海牙,奥斯,2,1,0.85,一球/球半,1,1.4,5,7.5,95.50%
荷乙,埃门,特尔斯,2,0,1.1,球半,0.7,1.44,4.5,7.5,95.20%
荷乙,多德勒,坎布尔,5,2,1.03,受平手/半球,0.83,3,4,2.15,95.40%
荷乙,布雷达,格罗宁,3,2,0.83,受平手/半球,1.03,2.9,3.6,2.3,94.60%
荷乙,登博思,埃因FC,0,1,0.83,平手,1.03,2.5,3.4,2.75,94.50%
欧罗巴,托波拉,奥林匹,2,2,0.93,受一球,0.97,6,4.2,1.55,95.20%
欧罗巴,琴斯托,格拉茨,0,1,1.1,平手/半球,0.8,2.4,3.2,3.1,95.10%
欧罗巴,弗赖堡,西汉姆,1,2,0.98,平手,0.92,2.62,3.5,2.6,95.10%
欧罗巴,雅典,阿贾克,1,1,0.97,半球,0.93,1.91,3.8,3.75,94.90%
欧罗巴,马赛,布赖顿,2,2,1,受平手/半球,0.9,3.1,3.75,2.1,93.90%
欧罗巴,里斯本,亚特兰,1,2,1.03,平手/半球,0.87,2.25,3.5,3.1,95.00%
欧罗巴,贝蒂斯,布拉格,2,1,0.93,半球/一球,0.97,1.73,4,4.5,95.20%
欧罗巴,图卢兹,LA林茨,1,0,0.94,半球/一球,0.96,1.7,4,4.75,95.40%
欧罗巴,利物浦,圣吉罗斯,2,0,0.96,两球,0.94,1.18,8,13,95.30%
欧罗巴,莫尔德,勒沃,1,2,0.95,受一球,0.95,5.25,4.33,1.57,94.50%
欧罗巴,赫根,卡拉巴,0,1,0.95,平手,0.95,2.55,3.5,2.62,94.40%
欧罗巴,比利亚,雷恩,1,0,0.84,平手/半球,1.06,2.2,3.6,3.1,94.80%
欧罗巴,海法,帕纳辛,0,0,0.95,平手,0.95,2.45,3.4,2.88,95.30%
欧罗巴,罗马,塞维特,4,0,0.94,球半,0.96,1.33,5.5,9.5,96.30%
英超,维拉,布赖顿,6,1,0.87,平手,1.06,2.55,3.6,2.6,94.80%
英超,埃弗顿,卢顿,1,2,0.86,半球/一球,1.07,1.61,3.75,5.75,94.20%
英超,西汉姆,谢菲联,2,0,0.96,一球/球半,0.97,1.4,4.75,7.5,94.50%
英超,狼队,曼城,2,1,1.05,受一球/球半,0.88,8,5.25,1.36,95.20%
英超,伯恩茅,阿森纳,0,4,0.98,受一球,0.95,5.5,4.5,1.53,94.60%
英超,纽卡斯,伯恩利,2,0,1.05,球半,0.88,1.4,5,7,94.60%
英超,曼联,水晶宫,0,1,0.98,一球,0.95,1.55,4.2,6,95.20%
英超,热刺,利物浦,2,1,0.96,受平手/半球,0.97,3,3.8,2.2,95.10%
德甲,美因茨,勒沃,0,3,0.95,受一球,0.98,5.5,4.5,1.57,96.10%
德甲,海登,柏林联,1,0,0.93,受平手/半球,1,3.1,3.5,2.25,95.00%
德甲,科隆,斯图加,0,2,1.13,平手,0.81,2.7,3.5,2.5,94.70%
德甲,波鸿,门兴,1,3,1.07,平手/半球,0.86,2.25,3.6,3.1,95.70%
德甲,沃尔夫,法兰克,2,0,1.09,半球,0.84,2.05,3.5,3.4,93.70%
德甲,莱比锡,拜仁,2,2,1.09,受半球,0.84,3.8,4.5,1.75,94.60%
英冠,谢周三,桑德兰,0,3,0.97,受平手/半球,0.93,3.3,3.4,2.2,95.10%
德甲,霍芬海,多特,1,3,1.04,受平手/半球,0.89,3.1,4,2.1,95.30%
德乙,汉堡,杜塞尔,1,0,0.97,半球,0.88,2,4,3.25,94.50%
德乙,帕德博,沙尔克,3,1,1.05,平手/半球,0.8,2.3,4,2.8,96.00%
西甲,巴萨,塞维利,1,0,0.95,球半,0.95,1.33,5.25,8.5,94.30%
法甲,斯特堡,朗斯,0,1,0.9,受半球,1.03,3.6,3.4,2.05,94.40%
荷乙,格罗宁,登博思,0,3,1,两球,0.85,1.25,6,12,95.20%
荷乙,阿尔青,威廉,0,2,0.78,受半球,1.1,3.4,3.75,2,94.30%
荷乙,埃因FC,多德勒,1,1,0.83,平手/半球,1.03,2.1,3.6,3.3,94.60%
荷乙,格拉夫,罗达JC,0,0,0.97,平手/半球,0.88,2.2,3.6,3.1,94.80%
荷乙,特尔斯,阿青年,3,2,0.95,平手/半球,0.9,2.2,3.75,3,94.80%
荷乙,坎布尔,埃青年,3,4,0.98,球半,0.88,1.36,5.25,8,95.20%
荷乙,奥斯,埃门,0,1,1.05,受半球/一球,0.8,4.75,4,1.7,95.40%
荷乙,马斯特里,海牙,0,3,1,受平手/半球,0.9,3.1,3.8,2.1,94.20%
意甲,卡利亚,AC米兰,1,3,1.05,受半球,0.88,4.33,3.5,1.85,94.60%
意甲,国米,萨索洛,1,2,0.84,球半/两球,1.06,1.25,6.5,9,93.90%
意甲,那不勒,乌迪内,4,1,0.93,一球/球半,0.97,1.36,5.25,7.5,94.40%
意甲,拉齐奥,都灵,2,0,0.97,平手/半球,0.93,2.2,3.25,3.5,95.40%
意甲,弗洛西,佛罗伦,1,1,0.84,受半球,1.09,3.75,3.6,1.95,94.60%
意甲,热那亚,罗马,4,1,0.87,受半球,1.06,4,3.1,2.05,94.30%
意甲,维罗纳,亚特兰,0,1,1.01,受半球,0.92,4.33,3.6,1.8,94.00%
意甲,蒙扎,博洛尼,0,0,1.08,平手/半球,0.85,2.3,3.4,3.1,95.10%
西甲,皇马,拉斯帕,2,0,1.09,两球,0.84,1.25,6.5,11,95.70%
西甲,毕尔巴,赫塔费,2,2,1,一球,0.93,1.65,3.6,5.75,94.50%
西甲,比利亚,赫罗纳,1,2,1,平手/半球,0.93,2.25,3.6,3.1,95.70%
西甲,奥萨苏,马竞技,0,2,0.86,受半球,1.07,3.8,3.4,2,94.60%
西甲,巴伦西,社会,0,1,1.11,平手/半球,0.82,2.4,3.1,3.2,95.10%
西甲,加的斯,巴列卡,0,0,0.81,平手,1.13,2.55,3.1,2.9,94.40%
亚运男足,泰国国奥,科威国奥,1,1,0.83,半球,0.98,1.75,3.4,4,89.60%
亚运男足,越南国奥,沙特国奥,1,3,0.72,受两球,1.07,12,5.5,1.22,92.20%
亚运男足,韩国国奥,巴林国奥,3,0,0.8,三球,1,1.06,15,23,94.90%
亚运男足,中国国奥,孟加国奥,0,0,0.9,三球半,0.9,1.03,17,34,94.40%
英超,阿森纳,热刺,2,2,1.1,一球,0.83,1.61,4.33,4.75,94.10%
英超,切尔西,维拉,0,1,1.07,半球/一球,0.86,1.83,3.75,4.2,95.10%
英超,利物浦,西汉姆,3,1,1.01,球半,0.92,1.36,5.25,7.5,94.40%
意甲,乌迪内,佛罗伦,0,2,0.94,受平手/半球,0.99,3.25,3.3,2.25,94.80%
意甲,博洛尼,那不勒,0,0,0.84,受半球,1.09,3.5,3.6,2.05,95.10%
意甲,都灵,罗马,1,1,0.84,受平手/半球,1.09,3.2,3,2.45,94.90%
西甲,社会,赫塔费,4,3,0.88,半球/一球,1.05,1.67,3.4,6,94.40%
西甲,巴列卡,比利亚,1,1,0.9,平手,1.03,2.55,3.4,2.7,94.60%
西甲,贝蒂斯,加的斯,1,1,1.08,半球/一球,0.85,1.75,3.5,4.75,93.70%
西甲,马竞技,皇马,3,1,1.01,平手,0.89,2.75,3.3,2.6,95.10%
英超,水晶宫,富勒姆,0,0,1.09,半球,0.84,2.1,3.2,3.75,94.80%
英超,曼城,诺丁汉,2,0,0.91,两球,1.02,1.14,8.5,15,94.20%
英超,卢顿,狼队,1,1,0.88,受平手/半球,1.05,3.2,3.4,2.25,95.10%
英超,布伦特,埃弗顿,1,3,0.97,半球,0.96,1.91,3.6,4,95.10%
英超,伯恩利,曼联,0,1,0.83,受半球/一球,1.1,4,3.8,1.83,94.40%
德甲,拜仁,波鸿,7,0,0.97,两球半,0.96,1.11,10,19,94.90%
德甲,多特,沃尔夫,1,0,0.87,半球/一球,1.06,1.67,4.5,4.33,95.10%
德甲,柏林联,霍芬海,0,2,0.86,平手/半球,1.07,2.1,3.6,3.3,94.60%
德甲,奥格斯,美因茨,2,1,0.86,平手,1.07,2.5,3.4,2.75,94.50%
德甲,门兴,莱比锡,0,1,1.02,受半球/一球,0.91,4.33,4.5,1.65,94.40%
德甲,不来梅,科隆,2,1,0.8,平手,1.1,2.38,3.6,2.75,94.20%
意甲,萨索洛,尤文,4,2,0.88,受半球/一球,1.05,4.5,4,1.73,95.20%
意甲,拉齐奥,蒙扎,1,1,1.05,半球/一球,0.88,1.75,3.8,4.33,93.80%
西甲,巴萨,塞尔塔,3,2,0.92,球半/两球,0.98,1.28,5.75,9.5,94.30%
亚运男足,伊朗国奥,越南国奥,4,0,0.85,一球/球半,0.95,1.33,5,10,95.10%
亚运男足,泰国国奥,韩国国奥,0,4,0.93,受两球/两球半,0.88,23,8.5,1.13,95.60%
欧罗巴,卡拉巴,莫尔德,1,0,1.02,平手/半球,0.88,2.3,3.5,3,94.90%
欧罗巴,LA林茨,利物浦,1,3,0.97,受球半,0.93,7.5,5.75,1.33,94.40%
欧罗巴,谢里夫,罗马,1,2,1.11,受一球,0.79,7.5,4.2,1.44,93.80%
欧罗巴,勒沃,赫根,4,0,0.85,两球半/三球,1.05,1.08,11,26,94.80%
欧罗巴,帕纳辛,比利亚,2,0,0.91,平手,0.99,2.5,3.25,2.87,94.70%
欧罗巴,雷恩,海法,3,0,0.98,一球,0.92,1.61,4.2,5,94.40%
欧罗巴,西汉姆,托波拉,3,1,1.03,两球半,0.87,1.13,9,21,95.80%
欧罗巴,格拉茨,里斯本,1,2,0.97,受半球,0.93,3.8,3.75,1.9,94.70%
欧罗巴,亚特兰,琴斯托,2,0,1.01,球半,0.89,1.28,5.75,9,93.80%
欧罗巴,奥林匹,弗赖堡,2,3,0.87,平手,1.03,2.45,3.3,2.87,94.40%
欧罗巴,流浪者,贝蒂斯,1,0,1.12,平手/半球,0.78,2.55,3.4,2.7,94.60%
欧罗巴,阿贾克,马赛,3,3,0.94,平手,0.96,2.5,3.5,2.7,94.70%
亚运男足,沙特国奥,伊朗国奥,0,0,1.08,平手/半球,0.73,2.38,2.88,2.9,89.90%
亚运男足,中国国奥,印度国奥,5,1,0.73,球半/两球,1.08,1.14,6,15,90.00%
亚运男足,韩国国奥,科威国奥,9,0,0.95,两球/两球半,0.85,1.11,7.5,23,92.80%
亚运男足,日本国奥,卡塔国奥,3,1,0.88,一球,0.93,1.53,4.33,5.25,93.00%
欧冠,AC米兰,纽卡斯,0,0,0.91,平手,1.02,2.62,3.2,2.75,94.50%
欧冠,曼城,红星,3,1,0.95,两球半/三球,0.98,1.08,13,19,94.70%
欧冠,日尔曼,多特,2,0,0.95,半球/一球,0.98,1.7,4.33,4.2,94.60%
欧冠,皇马,柏林联,1,0,0.95,一球/球半,0.95,1.4,4.75,7.5,94.50%
欧冠,本菲卡,萨茨堡,0,2,1.1,一球/球半,0.83,1.44,4.75,6.5,94.40%
欧冠,阿森纳,埃因霍,4,0,1.04,球半,0.89,1.36,5.25,7.5,94.40%
欧冠,塞维利,朗斯,1,1,0.86,平手/半球,1.07,1.91,3.6,4,95.10%
欧冠,布拉加,那不勒,1,2,1,受半球/一球,0.93,4.2,4,1.75,94.40%
欧冠,社会,国米,1,1,1,平手,0.93,3,3.2,2.45,94.90%
欧冠,拜仁,曼联,4,3,0.99,一球/球半,0.94,1.45,5,6,94.70%
英超,伯恩茅,切尔西,0,0,1.06,受半球,0.87,3.8,3.75,1.85,93.40%
英超,埃弗顿,阿森纳,0,1,0.97,受一球,0.96,5.5,4.33,1.55,94.50%
德甲,海登,不来梅,4,2,1.05,平手/半球,0.88,2.25,4,2.8,95.10%
德甲,达姆施,门兴,3,3,0.99,平手,0.94,2.55,3.5,2.7,95.40%
意甲,弗洛西,萨索洛,4,2,0.86,受平手/半球,1.04,2.9,3.6,2.3,94.60%
意甲,蒙扎,莱切,1,1,1.07,平手/半球,0.83,2.4,3.3,2.9,93.90%
意甲,佛罗伦,亚特兰,3,2,0.98,平手,0.92,2.62,3.4,2.62,94.60%
意甲,罗马,恩波利,7,0,0.95,一球/球半,0.98,1.4,4.75,8.5,95.90%
西甲,比利亚,阿尔梅,2,1,1.04,一球/球半,0.89,1.5,4.5,5.75,94.10%
西甲,塞维利,拉斯帕,1,0,0.82,半球/一球,1.11,1.6,4,5.5,94.60%
西甲,皇马,社会,2,1,0.99,半球/一球,0.91,1.7,3.8,4.75,94.20%
法甲,兰斯,布雷斯,1,2,1.04,半球,0.89,1.95,3.5,4,95.40%
法甲,马赛,图卢兹,0,0,1.05,一球/球半,0.88,1.45,4.75,6,93.70%
法甲,里昂,阿弗尔,0,0,0.86,半球/一球,1.07,1.65,4.2,5,95.80%
英超,维拉,水晶宫,3,1,0.98,半球,0.95,1.95,3.6,4,96.10%
英超,富勒姆,卢顿,1,0,0.87,半球/一球,1.06,1.67,3.6,5.75,95.20%
英超,热刺,谢菲联,2,1,1.01,球半/两球,0.92,1.28,5.75,10,94.80%
英超,西汉姆,曼城,1,3,0.87,受一球,1.06,5.75,4.33,1.53,94.50%
英超,曼联,布赖顿,1,3,0.99,半球,0.94,2,4,3.25,94.50%
德甲,弗赖堡,多特,2,4,0.84,受平手/半球,1.09,2.88,3.75,2.3,95.40%
德甲,沃尔夫,柏林联,2,1,0.88,平手/半球,1.05,2.2,3.4,3.3,95.10%
德甲,科隆,霍芬海,1,3,0.96,平手/半球,0.97,2.2,3.75,3,94.80%
德甲,莱比锡,奥格斯,3,0,0.97,球半/两球,0.93,1.25,6.5,9,93.90%
德甲,美因茨,斯图加,1,3,0.94,平手,0.99,2.62,3.4,2.62,94.60%
德甲,波鸿,法兰克,1,1,1.13,平手,0.81,2.8,3.4,2.5,95.10%
意甲,尤文,拉齐奥,3,1,0.96,半球,0.97,1.91,3.5,4.1,95.00%
意甲,国米,AC米兰,5,1,0.91,平手/半球,1.02,2.2,3.4,3.3,95.10%
意甲,热那亚,那不勒,2,2,1.05,受半球/一球,0.88,5.25,3.8,1.67,95.00%
英冠,赫尔城,考文垂,1,1,1.04,平手,0.86,2.8,3.3,2.55,95.00%
英冠,南安普,莱切城,1,4,0.8,平手,1.1,2.45,3.5,2.8,95.10%
德甲,拜仁,勒沃,2,2,1.03,一球,0.9,1.61,4.75,4.5,94.90%
德乙,帕德博,韦恩,2,1,0.93,半球/一球,0.93,1.73,4,4.33,94.40%
